100	農藥殘留	4698	117	2.49%	40.5%	
100	動物用藥殘留	2499	83	3.32%	28.7%	
100	防腐劑	3525	26	0.74%	9.0%	
100	甲醛	369	22	5.96%	7.6%	
100	鰴菌毒素	617	10	1.62%	3.5%	
100	微生物	597	5	0.84%	1.7%	
100	亞硫酸鹽	609	5	0.82%	1.7%	
100	食品中西藥(含咖啡因)	178	4	2.25%	1.4%	
100	3-MCPD	77	3	3.90%	1.0%	
100	調味劑	1134	3	0.26%	1.0%	
100	色素	490	3	0.61%	1.0%	
100	塑化劑	155	3	1.94%	1.0%	
100	重金屬	792	2	0.25%	0.7%	
100	亞硝酸鹽	6	2	33.33%	0.7%	
100	食品容器重金屬	639	1	0.16%	0.3%	
100	食品成分	155	0	0.00%	0.0%	
100	其他	659	0	0.00%	0.0%	
100	總計	17199	289	1.68%	100%	
101	農藥殘留	5554	212	3.8%	45.0%	
101	重金屬	3466	80	2.3%	17.0%	
101	動物用藥殘留	5241	66	1.3%	14.0%	
101	亞硫酸鹽	5664	33	0.6%	7.0%	
101	防腐劑	5340	31	0.6%	6.6%	
101	調味劑	4455	21	0.5%	4.5%	
101	鰴菌毒素	1662	9	0.5%	1.9%	
101	微生物	868	8	0.9%	1.7%	
101	色素	2959	3	0.1%	0.6%	
101	甲醛	99	2	2.0%	0.4%	
101	維生素B12	3	2	66.7%	0.4%	
101	食品容器重金屬	1401	2	0.1%	0.4%	
101	食品中西藥(含咖啡因)	4	1	25.0%	0.2%	
101	亞硝酸鹽	34	1	2.9%	0.2%	
101	總計	36750	471	1.3%	100.0%	
102	農藥殘留	5798	323	5.59%	57.45%	
102	防腐劑	4003	58	1.47%	10.46%	
102	亞硫酸鹽	3217	30	0.93%	5.32%	
102	重金屬	3016	41	1.36%	7.27%	
102	動物用藥殘留	6144	21	0.34%	3.72%	
102	調味劑	5740	19	0.33%	3.37%	
102	色素	2585	6	0.27%	1.24%	
102	鰴菌毒素	2183	9	0.46%	1.77%	
102	微生物	858	4	0.47%	0.71%	
102	食品中西藥	264	1	0.38%	0.18%	
102	3-MCPD	186	1	0.54%	0.18%	
102	甲醛	23	1	4.35%	0.18%	
102	食品容器重金屬	1158	0	0.00%	0.00%	
102	亞硝酸鹽	25	0	0.00%	0.00%	
102	塑化劑	7	0	0.00%	0.00%	
102	其他	10739	46	0.43%	8.16%	
102	總計	45946	560	-	-	
