100	1	FC37-穀物雜糧	3659390.1	51.0%	
100	2	FD03-糖蜜	542894.6	7.6%	
100	3	FC38-穀物雜糧製品	506735.6	7.1%	
100	4	FC21-生鮮冷藏冷凍水果	293040.0	4.1%	
100	5	FD02-食用油脂	239822.4	3.3%	
100	6	FC11-生鮮冷藏冷凍蔬菜	164111.7	2.3%	
100	7	FD01-乳製品	154291.4	2.1%	
100	8	FB02-冷凍魚產品	125503.7	1.7%	
100	9	FD10-調製蔬果	115538.6	1.6%	
100	10	FA21-生鮮冷藏冷凍家禽肉	112525.2	1.6%	
101	1	FC37-穀物雜糧	3871466.956	51.3%	
101	2	FD03-糖蜜	570932.633	7.6%	
101	3	FC38-穀物雜糧製品	484520.170	6.4%	
101	4	FC21-生鮮冷藏冷凍水果	295965.262	3.9%	
101	5	FC11-生鮮冷藏冷凍蔬菜	259166.123	3.4%	
101	6	FD02-食用油脂	232477.877	3.1%	
101	7	FD01-乳製品	155975.603	2.1%	
101	8	FB02-冷凍魚產品	138921.614	1.8%	
101	9	FA21-生鮮冷藏冷凍家禽肉	129361.325	1.7%	
101	10	FD10-調製蔬果	120406.811	1.6%	
102	1	FC37-穀物雜糧	3510681.98	49.21%	
102	2	FD03-糖蜜	501812.10	7.03%	
102	3	FC38-穀物雜糧製品	446335.05	6.26%	
102	4	FC21-生鮮冷藏冷凍水果	298906.13	4.19%	
102	5	FD02-食用油脂	251213.68	3.52%	
102	6	FC11-生鮮冷藏冷凍蔬菜	242534.28	3.40%	
102	7	FD01-乳製品	158706.36	2.22%	
102	8	FC35-米	122205.40	1.71%	
102	9	FB02-冷凍魚產品	119572.00	1.68%	
102	10	FD10-調製蔬果	119262.43	1.67%	
103	1	FC37-穀物雜糧	3,992,131.33	50.11%	
103	2	FD03-糖蜜	695,345.96	8.73%	
103	3	FC38-穀物雜糧製品	480,655.46	6.03%	
103	4	FC21-生鮮冷藏冷凍水果	308,855.86	3.88%	
103	5	FD02-食用油脂	268,324.05	3.37%	
103	6	FC11-生鮮冷藏冷凍蔬菜	219,485.66	2.76%	
103	7	FD01-乳製品	174,836.37	2.19%	
103	8	FA21-生鮮冷藏冷凍家禽肉	142,955.27	1.79%	
103	9	FD18-鹽	131,776.06	1.65%	
103	10	FB02-冷凍魚產品	125,946.92	1.58%	
